municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Southwick,southwick-ma/board-assessors,1,,unresolved,https://www.southwickma.org/town-clerk/pages/elections-archive,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sterling,sterling-ma/housing-authority,1,Edith Veronica Shaw,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/housing-authority,2,Laurel Barrett,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/housing-authority,3,Robert E. Kneeland,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/housing-authority,4,Michael Forance,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/municipal-light-board,1,Andrew Edward Gonsorcik,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/municipal-light-board,2,Joseph Allen Nason,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/municipal-light-board,3,,unresolved,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Sterling,sterling-ma/wachusett-school-committee,1,Linda Helen Woodland,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/wachusett-school-committee,2,Paula Leftwich,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sterling,sterling-ma/wachusett-school-committee,3,Brian Lee Cline,verified-current,https://www.sterling-ma.gov/DocumentCenter/View/8327/2026-05-11-ATE-OFFICIAL-RESULTS?bidId=,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/moderator,1,Gary D. Johnston,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/select-board,1,Ernest Cardillo,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/select-board,2,Jamie Minacci,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/select-board,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/board-assessors,1,Gary M. Pitney,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/board-assessors,2,Douglas Goudey,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/board-assessors,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/board-health,1,Charles Kenny,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/board-health,2,John Loiodice,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/board-health,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/regional-school-committee,1,William Vogt,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/regional-school-committee,2,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/regional-school-committee,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/housing-authority,1,Bernard Edmonds,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/housing-authority,2,Dawn Anne Rabinowitz,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/housing-authority,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/planning-board,1,Elisabeth Wheeler,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/planning-board,2,W. Eric Egan,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/planning-board,3,Wayne Slosek,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/planning-board,4,Kate Fletcher,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/planning-board,5,Peter Barenski,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/planning-board,6,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/planning-board,7,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/sewer-water-commission,1,Donald C. Schneyer,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/sewer-water-commission,2,Peter J. Socha,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/sewer-water-commission,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stockbridge,stockbridge-ma/parks-recreation-commission,1,Katie Szwyd,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/parks-recreation-commission,2,Linda Barbadoro,verified-current,https://www.stockbridge-ma.gov/media/20196,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stockbridge,stockbridge-ma/parks-recreation-commission,3,,unresolved,https://www.stockbridge-ma.gov/town-clerk/pages/elections-voting,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
