municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,12,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,13,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,14,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,15,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,16,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,17,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,18,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,19,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,20,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,21,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,22,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,23,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,24,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,25,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,26,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,27,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,28,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,29,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,30,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,31,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,32,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,33,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,34,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,35,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,36,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,37,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,38,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,39,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,40,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,41,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,42,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,43,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,44,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,45,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,46,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,47,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,48,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,49,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,50,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,51,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,52,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,53,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,54,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,55,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,56,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,57,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,58,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,59,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,60,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,61,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,62,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,63,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,64,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,65,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,66,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,67,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,68,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,69,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,70,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,71,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,72,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,73,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,74,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,75,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,76,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,77,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,78,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,79,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,80,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,81,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,82,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,83,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,84,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,85,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,86,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,87,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,88,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,89,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,90,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,91,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,92,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,93,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,94,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,95,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,96,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,97,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,98,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,99,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,100,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,101,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,102,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,103,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,104,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,105,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,106,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,107,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,108,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,109,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,110,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,111,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,112,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,113,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,114,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,115,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,116,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,117,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,118,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,119,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
