tasb_key,tea_cdn,tea_district_name,tasb_url,policy_name,update_name,date_issued,local_text,heuristic_structure,fetch_status
366,057911,HIGHLAND PARK ISD,https://pol.tasb.org/PolicyOnline?key=366,BBB(LOCAL)-X,LDU 2025.02,1/23/2025,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Places 3, 4, and 5 The election for places 3, 4, and 5 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
367,057912,IRVING ISD,https://pol.tasb.org/PolicyOnline?key=367,BBB(LOCAL)-X,LDU 2023.01,2/6/2023,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. 3:13-CV-0087-D, United States District Court, Northern District of Texas, Dallas Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted on an annual basis in accordance with the expiration of the regular three-year term cycle associated with the relevant single-member district. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
368,057913,LANCASTER ISD,https://pol.tasb.org/PolicyOnline?key=368,BBB(LOCAL)-X,LDU 2024.01,8/21/2024,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Districts 1 and 2 The election for single-member districts 1 and 2 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Districts 3 and 6 The election for single-member districts 3 and 6 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Districts 4, 5, and 7 The election for single-member districts 4, 5, and 7 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting Plurality Vote To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
369,057914,MESQUITE ISD,https://pol.tasb.org/PolicyOnline?key=369,BBB(LOCAL)-X,UPDATE 110,1/29/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 6 and 7 The election for places 6 and 7 shall be held in 2021, 2024, 2027, and in three-year intervals thereafter. Places 1 and 2 The election for places 1 and 2 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Places 3, 4, and 5 The election for places 3, 4, and 5 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
370,057916,RICHARDSON ISD,https://pol.tasb.org/PolicyOnline?key=370,BBB(LOCAL)-X,UPDATE 120,1/20/2023,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. 3-18-CV-00212-K, United States District Court, Northern District of Texas, Dallas Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule At Large Two Board members shall be elected at large for three-year terms, with elections conducted annually, as follows: The election of one Board member (seat 6) shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. The election of one Board member (seat 7) shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Single-Member Districts Five Board members shall be elected by single-member districts for three-year terms, with elections conducted annually, as follows: Districts 2, 4, and 5 The election for single-member district numbers 2, 4, and 5 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. District 3 The election for single-member district number 3 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. District 1 The election for single-member district number 1 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Method of Voting Majority Vote To be elected, a candidate must receive a majority of the votes cast for the single-member district or the at large seat.",hybrid_smd_and_at_large,ok
371,057919,SUNNYVALE ISD,https://pol.tasb.org/PolicyOnline?key=371,BBB(LOCAL)-X,LDU 2023.02,5/10/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Places 3, 4, and 5 The election for places 3, 4, and 5 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
373,057922,COPPELL ISD,https://pol.tasb.org/PolicyOnline?key=373,BBB(LOCAL)-X,LDU 2023.02,7/5/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Places 4 and 5 The election for places 4 and 5 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
375,058902,DAWSON ISD,https://pol.tasb.org/PolicyOnline?key=375,BBB(LOCAL)-X,UPDATE 120,12/20/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of three Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. The election of four Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Cumulative Voting The District shall use cumulative voting, under which a voter is entitled to cast a number of votes equal to the number of seats in the election for one or more candidates in any combination. The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large_cumulative,ok
376,058905,KLONDIKE ISD,https://pol.tasb.org/PolicyOnline?key=376,BBB(LOCAL)-X,UPDATE 120,1/10/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of three Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. The election of four Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
377,058906,LAMESA ISD,https://pol.tasb.org/PolicyOnline?key=377,BBB(LOCAL)-X,UPDATE 120,12/19/2022,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement CA. No. 5-92-CV-162-C, United States District Court, Northern District of Texas, Lubbock Division, as long as such court order or other binding legal determination is in effect. As stated in the court order, a candidate for Trustee representing a single-member Trustee district is not required to be a resident of the district the candidate seeks to represent. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule At Large Two Board members shall be elected at large for three-year terms, with elections conducted annually, as follows: The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Single-Member Districts Five Board members shall be elected by single-member districts for three-year terms, with elections conducted annually, as follows: Districts 1, 2, and 3 The election for single-member district numbers 1, 2, and 3 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Districts 4 and 5 The election for single-member district numbers 4 and 5 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting At Large Plurality The at-large candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected. Single-Member Districts Majority Vote To be elected, a candidate must receive a majority of the votes cast for the single-member district.",hybrid_smd_and_at_large,ok
378,058909,SANDS CISD,https://pol.tasb.org/PolicyOnline?key=378,BBB(LOCAL)-X,UPDATE 120,1/9/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of three Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of two Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
379,059901,HEREFORD ISD,https://pol.tasb.org/PolicyOnline?key=379,BBB(LOCAL)-X,LDU 2023.03,8/14/2023,"Court Order As of the election of 2020, the District shall conduct its Board member elections in accordance with the Order Modifying the Settlement Agreement in CA. No. 2-95-CV-028, United States District Court, Northern District of Texas, Amarillo Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Districts 4 and 7 The election for single-member districts 4 and 7 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Districts 2, 5,and 6 The election for single-member districts 2, 5, and 6 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Districts 1 and 3 The election for single-member districts 1 and 3 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
380,059902,WALCOTT ISD,https://pol.tasb.org/PolicyOnline?key=380,BBB(LOCAL)-X,UPDATE 120,1/17/2023,"Membership The Board shall consist of three members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of two Board members shall be held in 2023, 2027, 2031, and in four-year intervals thereafter. The election of one Board member shall be held in 2025, 2029, 2033, and in four-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
381,060902,COOPER ISD,https://pol.tasb.org/PolicyOnline?key=381,BBB(LOCAL)-X,UPDATE 120,1/17/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of two Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of three Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
382,060914,FANNINDEL ISD,https://pol.tasb.org/PolicyOnline?key=382,BBB(LOCAL)-X,UPDATE 120,1/1/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of three Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of two Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
383,061901,DENTON ISD,https://pol.tasb.org/PolicyOnline?key=383,BBB(LOCAL)-X,UPDATE 110,2/8/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Places 3, 4, and 5 The election for places 3, 4, and 5 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
384,061902,LEWISVILLE ISD,https://pol.tasb.org/PolicyOnline?key=384,BBB(LOCAL)-X,LDU 2023.05,10/6/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts in accordance with the resolution adopted by the Board on August 28, 2023. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule At Large Seat 6 Two Board members shall be elected at large for three-year terms, with elections conducted annually, as follows: The election of one Board member (seat 6) shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. At Large Seat 7 The election of one Board member (seat 7) shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Single-Member Districts Five Board members shall be elected by single-member districts for three-year terms, with elections conducted annually, as follows: District 1 The election for single-member district number 1 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Districts 2 and 3 The election for single-member district numbers 2 and 3 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Districts 4 and 5 The election for single-member district numbers 4 and 5 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting At Large Plurality The at-large candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected. Single-Member Districts Plurality To be elected, a single-member district candidate must receive more votes than any other candidate for the single-member district.",hybrid_smd_and_at_large,ok
385,061903,PILOT POINT ISD,https://pol.tasb.org/PolicyOnline?key=385,BBB(LOCAL)-X,LDU 2026.01,4/13/2026,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Places 3 and 4 The election for places 3 and 4 shall be held in 2028, 2031, 2034, and in three-year intervals thereafter. Places 5, 6, and 7 The election for places 5, 6, and 7 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
386,061905,KRUM ISD,https://pol.tasb.org/PolicyOnline?key=386,BBB(LOCAL)-X,UPDATE 120,1/12/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of two Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of two Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of three Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
387,061906,PONDER ISD,https://pol.tasb.org/PolicyOnline?key=387,BBB(LOCAL)-X,LDU 2022.03,11/9/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 4 and 5 The election for places 4 and 5 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
388,061907,AUBREY ISD,https://pol.tasb.org/PolicyOnline?key=388,BBB(LOCAL)-X,UPDATE 110,2/13/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by position. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Positions 1, 2, and 3 The election for positions 1, 2, and 3 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Positions 4 and 5 The election for positions 4 and 5 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Positions 6 and 7 The election for positions 6 and 7 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the position.",at_large_by_position,ok
389,061908,SANGER ISD,https://pol.tasb.org/PolicyOnline?key=389,BBB(LOCAL)-X,LDU 2021.05,8/19/2021,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 2 and 3 The election for places 2 and 3 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 4 and 5 The election for places 4 and 5 shall be held in 2022, 2025, 2028, and in three-year intervals thereafter. Places 1, 6, and 7 The election for places 1, 6, and 7 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
390,061910,ARGYLE ISD,https://pol.tasb.org/PolicyOnline?key=390,BBB(LOCAL)-X,LDU 2021.03,8/16/2021,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 4 and 5 The election for places 4 and 5 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2022, 2025, 2028, and in three-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
391,061911,NORTHWEST ISD,https://pol.tasb.org/PolicyOnline?key=391,BBB(LOCAL)-X,UPDATE 110,2/21/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Places 3 and 4 The election for places 3 and 4 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Places 5, 6, and 7 The election for places 5, 6, and 7 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
392,061912,LAKE DALLAS ISD,https://pol.tasb.org/PolicyOnline?key=392,BBB(LOCAL)-X,LDU 2023.01,2/22/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 3, 4, and 7 The election for places 3, 4, and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Places 5 and 6 The election for places 5 and 6 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
393,061914,LITTLE ELM ISD,https://pol.tasb.org/PolicyOnline?key=393,BBB(LOCAL)-X,UPDATE 110,2/20/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 4 and 5 The election for places 4 and 5 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
394,062901,CUERO ISD,https://pol.tasb.org/PolicyOnline?key=394,BBB(LOCAL)-X,LDU 2023.01,1/27/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule At Large Two Board members shall be elected at large by position for three-year terms, with elections conducted as follows: Positions 6 and 7 The election for positions 6 and 7 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Single-Member Districts Five Board members shall be elected by single-member districts for three-year terms, with elections conducted annually, as follows: District 5 The election for single-member district number 5 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Districts 1 and 2 The election for single-member district numbers 1 and 2 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Districts 3 and 4 The election for single-member district numbers 3 and 4 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting At Large by Position Plurality To be elected, a candidate must receive more votes than any other candidate for the position. Single-Member Districts Plurality To be elected, a single-member district candidate must receive more votes than any other candidate for the single-member district.",hybrid_smd_and_at_large,ok
395,062902,NORDHEIM ISD,https://pol.tasb.org/PolicyOnline?key=395,BBB(LOCAL)-X,UPDATE 120,1/6/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of three Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of two Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
396,062903,YOAKUM ISD,https://pol.tasb.org/PolicyOnline?key=396,BBB(LOCAL)-X,UPDATE 120,1/11/2023,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. V-92-021, United States District Court, Southern District of Texas, Victoria Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of three Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of three Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of one Board member shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Cumulative Voting The District shall use cumulative voting, under which a voter is entitled to cast a number of votes equal to the number of seats in the election for one or more candidates in any combination. The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large_cumulative,ok
397,062904,YORKTOWN ISD,https://pol.tasb.org/PolicyOnline?key=397,BBB(LOCAL)-X,UPDATE 120,1/1/2023,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. V-91-054, United States District Court, Southern District of Texas, Victoria Division, as long as such court order is in effect. A copy of the court order may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms. However, under this election system, in every third year, there shall be no regular election. The election cycle shall occur as follows: The election of three Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of four Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Cumulative Voting The District shall use cumulative voting, under which a voter is entitled to cast a number of votes equal to the number of seats in the election for one or more candidates in any combination. The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large_cumulative,ok
398,062905,WESTHOFF ISD,https://pol.tasb.org/PolicyOnline?key=398,BBB(LOCAL)-X,UPDATE 120,1/5/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of four Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. The election of three Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
399,062906,MEYERSVILLE ISD,https://pol.tasb.org/PolicyOnline?key=399,BBB(LOCAL)-X,UPDATE 120,12/19/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of three Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. The election of four Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Cumulative Voting The District shall use cumulative voting, under which a voter is entitled to cast a number of votes equal to the number of seats in the election for one or more candidates in any combination. The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large_cumulative,ok
401,063903,SPUR ISD,https://pol.tasb.org/PolicyOnline?key=401,BBB(LOCAL)-X,UPDATE 120,1/4/2023,"Court Order The District shall conduct its Board member elections in accordance with the Compromise and Settlement Agreement in CA. No. 5-93-CV-0173, United States District Court, Northern District of Texas, Lubbock Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule At Large Two Board members shall be elected at large for three-year terms, with elections conducted annually, as follows: The election of one Board member shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of one Board member shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Single-Member Districts Five Board members shall be elected by single-member districts for three-year terms, with elections conducted annually, as follows: Districts 1 and 2 The election for single-member district numbers 1 and 2 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Districts 3 and 4 The election for single-member district numbers 3 and 4 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. District 5 The election for single-member district number 5 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting At Large Plurality The at-large candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected. Single-Member Districts Majority Vote To be elected, a candidate must receive a majority of the votes cast for the single-member district.",hybrid_smd_and_at_large,ok
402,063906,PATTON SPRINGS ISD,https://pol.tasb.org/PolicyOnline?key=402,BBB(LOCAL)-X,UPDATE 120,12/16/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of four Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. The election of three Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
404,064903,CARRIZO SPRINGS CISD,https://pol.tasb.org/PolicyOnline?key=404,BBB(LOCAL)-X,UPDATE 120,1/13/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of four Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. The election of three Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
