tea_cdn,isd_name,county,category,reason,seated,board_size,seat_structure,jurisdiction_id,website,board_page_result_url,board_page_result_title,board_page_domain_match,Seat mapping
7902,Jourdanton ISD Board of Trustees,Atascosa County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:jourdanton/school,http://www.jourdantonisd.net,https://www.jourdantonisd.net/page/board-of-trustees,Board of Trustees | Jourdanton ISD,Yes,
15916,Judson ISD Board of Trustees,Bexar County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:judson/school,http://www.judsonisd.org,https://www.judsonisd.org/page/school-board,School Board | Judson ISD,Yes,
128901,Karnes City ISD Board of Trustees,Karnes County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:karnes-city/school,http://www.kcisd.net,https://www.kcisd.net/inside-kcisd/board-of-trustees,Board of Trustees - Karnes City ISD,Yes,
128902,Kenedy ISD Board of Trustees,Karnes County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:kenedy/school,http://www.kenedyisd.com/,http://kenedyisd.com/our_district/board_of_trustees,Board of Trustees - Kenedy Independent School District,Yes,
248901,Kermit ISD Board of Trustees,Winkler County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:kermit/school,http://www.kermitisd.org,https://www.kermitisd.org/page/school-board,SCHOOL BOARD | Kermit Independent School District,Yes,
133903,Kerrville ISD Board of Trustees,Kerr County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:kerrville/school,http://www.kerrvilleisd.net,https://www.kerrvilleisd.net/our-district/board-of-trustees,Board of Trustees - Kerrville Independent School District,Yes,
219905,Kress ISD Board of Trustees,Swisher County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:kress/school,http://www.kressonline.net,https://kressonline.net/,Kress ISD - Home,Yes,
161906,La Vega ISD Board of Trustees,Mclennan County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:la-vega/school,http://www.lavegaisd.org,https://www.lavegaisd.org/school-board/about-the-board,About the Board - La Vega Independent School District,Yes,
79901,Lamar CISD Board of Trustees,Fort Bend County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:lamar/school,http://www.lcisd.org/,https://lcisd.org/boardoftrustees,Board of Trustees Home - Lamar Consolidated ISD,Yes,
58906,Lamesa ISD Board of Trustees,Dawson County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:lamesa/school,http://www.lamesa.esc17.net,https://www.lamesaisd.net/,Lamesa ISD: Home,No,
57913,Lancaster ISD Board of Trustees,Dallas County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:lancaster/school,http://www.lancasterisd.org,https://www.lancasterisd.org/page/board-members,Board Members | Lancaster Independent School District,Yes,
240901,Laredo ISD Board of Trustees,Webb County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:laredo/school,http://www.laredoisd.org,https://www.laredoisd.org/o/lisd/page/lisd-board-of-trustees,LISD Board - Laredo Independent School District,Yes,
110902,Levelland ISD Board of Trustees,Hockley County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:levelland/school,http://www.levellandisd.net/,https://www.levellandisd.net/board-members,Board Members - Levelland ISD,Yes,
61902,Lewisville ISD Board of Trustees,Denton County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:lewisville/school,http://www.lisd.net/,https://www.lisd.net/our-district/board-of-trustees,Board of Trustees - Lewisville ISD,Yes,
140904,Littlefield ISD Board of Trustees,Lamb County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:littlefield/school,http://www.lfdisd.org,https://www.lfdisd.org/school-board,School Board - Littlefield ISD,Yes,
28902,Lockhart ISD Board of Trustees,Caldwell County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=3, smd_seats=4 (districts [1, 2, 3, 4]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:lockhart/school,http://www.lockhartisd.org,CAESawHrOzAV-vchO4swrUYjFGbzq0r58Oe-FFTv8n4czc9BTO3Vu-ygtyDSNuITitfaluxaTNcEYyPKSO9TuxwOQuoEvaNOn2hKVf0E-cwxsNsBl5yiu6LCDSze-wHB-ssYk3q7AInGcy2bWu_6,Board of Trustees - Lockhart ISD,No,
77902,Lockney ISD Board of Trustees,Floyd County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:lockney/school,http://www.lockneyisd.net,https://www.lockneyisd.net/documents/administration/school-board/20456770,Documents | Lockney ISD,Yes,
92903,Longview ISD Board of Trustees,Gregg County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:longview/school,http://www.lisd.org/,https://www.leanderisd.org/boardoftrustees/,Board of Trustees - Leander ISD,No,
54902,Lorenzo ISD Board of Trustees,Crosby County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:lorenzo/school,http://www.lorenzoisd.net/,https://www.lorenzoisd.net/page/board,Lorenzo ISD Board of Trustees,Yes,
152901,Lubbock ISD Board of Trustees,Lubbock County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:lubbock/school,http://www.lubbockisd.org,https://www.lubbockisd.org/o/lisd/page/board-of-trustees,Board of Trustees - Lubbock ISD,Yes,
7904,Lytle ISD Board of Trustees,Atascosa County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:lytle/school,http://www.lytleisd.org/,https://www.lytleisd.org/page/board-of-trustees,Board of Trustees | Lytle Independent School District,Yes,
73903,Marlin ISD Board of Trustees,Falls County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:marlin/school,http://www.marlinisd.org,https://www.marlinisd.org/board-of-trustees,Board of Trustees - Marlin Independent School District,Yes,
102902,Marshall ISD Board of Trustees,Harrison County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:marshall/school,http://www.marshallisd.com,https://www.marshallisd.com/page/school-board,School Board | Marshall ISD,Yes,
157901,Mason ISD Board of Trustees,Mason County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:mason/school,http://www.masonisd.net,https://www.masonisd.net/board-members,Board Members - MASON INDEPENDENT SCHOOL DISTRICT,Yes,
231901,McCamey ISD Board of Trustees,Upton County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:mccamey/school,http://www.mcisd.esc18.net,https://www.mcisd.esc18.net/page/misd-school-board,MISD School Board - McCamey ISD,Yes,
43907,McKinney ISD Board of Trustees,Collin County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:mckinney/school,http://www.mckinneyisd.net,https://www.mckinneyisd.net/page/board-of-trustees,Board of Trustees - McKinney ISD,Yes,
163908,Medina Valley ISD Board of Trustees,Medina County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:medina-valley/school,http://www.mvisd.com,https://www.mvisd.com/apps/pages/index.jsp?uREC_ID=2204972&type=d,School Board - Medina Valley ISD,Yes,
164901,Menard ISD Board of Trustees,Menard County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:menard/school,http://www.menardisd.net,https://www.menardisd.net/page/school-board,School Board - Menard ISD,Yes,
165901,Midland ISD Board of Trustees,Midland County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:midland/school,http://www.midlandisd.net,https://www.midlandisd.net/school-board/board-members,Board Members - Midland ISD,Yes,
238902,Monahans-Wickett-Pyote ISD Board of Trustees,Ward County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:monahans-wickett-pyote/school,http://www.mwpisd.esc18.net,https://www.mwpisd.esc18.net/124187_3,MWPISD School Board Home - Monahans-Wickett-Pyote ISD,Yes,
9901,Muleshoe ISD Board of Trustees,Bailey County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:muleshoe/school,http://www.muleshoeisd.net,https://www.muleshoeisd.net/page/muleshoe-isd-board-of-trustees,MULESHOE ISD BOARD OF TRUSTEES,Yes,
174904,Nacogdoches ISD Board of Trustees,Nacogdoches County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:nacogdoches/school,http://www.nacisd.org,https://www.nacisd.org/page/school-board,School Board | Nacogdoches Independent School District,Yes,
46901,New Braunfels ISD Board of Trustees,Comal County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:new-braunfels/school,http://www.nbisd.org,https://nbisd.org/about-nbisd/board/,Board of Trustees - NBISD,Yes,
15910,North East ISD Board of Trustees,Bexar County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:north-east/school,http://www.neisd.net,https://www.neisd.net/About-NEISD/Leadership-and-Governance/Board-of-Trustees/,Board of Trustees - San Antonio - NEISD,Yes,
15915,Northside ISD Board of Trustees,Bexar County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:northside-015915/school,http://www.nisd.net,https://www.nisd.net/board,Board of Trustees | Northside Independent School District,Yes,
139909,Paris ISD Board of Trustees,Lamar County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:paris/school,http://www.parisisd.net/,https://www.parisisd.net/153877_2,Board of Trustees Home - Paris Independent School District,Yes,
251902,Plains ISD Board of Trustees,Yoakum County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:plains/school,http://www.plainsisd.net,https://www.plainsisd.net/page/school-board-information,School Board Information | - Plains ISD,Yes,
95905,Plainview ISD Board of Trustees,Hale County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:plainview/school,http://www.plainviewisd.org,https://www.plainviewisd.org/page/board-of-trustees,Board of Trustees | Plainview ISD,Yes,
7905,Pleasanton ISD Board of Trustees,Atascosa County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:pleasanton/school,http://www.pisd.us,https://www.pisd.us/,Pleasanton Independent School District: Home,Yes,
54903,Ralls ISD Board of Trustees,Crosby County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:ralls/school,http://rallsisd.org/,https://www.rallsisd.org/apps/pages/index.jsp?uREC_ID=216873&type=d&pREC_ID=477822,School Board – Central Office - Ralls ISD,Yes,
192901,Reagan County ISD Board of Trustees,Reagan County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:reagan-county/school,http://www.reagancountyisd.net/,https://www.reagancountyisd.net/page/school-board,School Board | Reagan County ISD,Yes,
196903,Refugio ISD Board of Trustees,Refugio County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:refugio/school,http://www.refugioisd.net/,https://www.refugioisd.net/page/meet-the-board,Meet The Board | Refugio Independent School District,Yes,
57916,Richardson ISD Board of Trustees,Dallas County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:richardson/school,http://www.risd.org,https://web.risd.org/home/,Richardson ISD: Home,Yes,
128903,Runge ISD Board of Trustees,Karnes County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:runge/school,http://www.rungeisd.org,https://www.rungeisd.org/vnews/display.v/SEC/School%20Board,School Board - Runge ISD,Yes,
226903,San Angelo ISD Board of Trustees,Tom Green County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=1, smd_seats=6 (districts [1, 2, 3, 4, 5, 6]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:san-angelo/school,http://www.saisd.org/,https://www.saisd.org/district/board-of-education/board-members,Board Members - San Angelo Independent School District,Yes,
15907,San Antonio ISD Board of Trustees,Bexar County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:san-antonio/school,http://www.saisd.net/,https://www.saisd.net/page/board,Board - San Antonio ISD,Yes,
105902,San Marcos CISD Board of Trustees,Hays County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:san-marcos/school,http://www.smcisd.net,https://www.smcisd.net/our-district/board-of-trustees,Board of Trustees - San Marcos CISD,Yes,
207901,Schleicher ISD Board of Trustees,Schleicher County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=3, smd_seats=4 (districts [1, 2, 3, 4]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:schleicher/school,http://www.scisd.net,https://www.scisd.net/page/school-board,School Board | Schleicher County ISD,Yes,
83901,Seagraves ISD Board of Trustees,Gaines County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:seagraves/school,http://www.seagravesisd.net,https://www.seagravesisd.net/page/board-members,Board Members - Seagraves ISD,Yes,
94901,Seguin ISD Board of Trustees,Guadalupe County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:seguin/school,http://www.seguin.k12.tx.us,https://www.seguin.k12.tx.us/page/board.home,Board of Trustees - Seguin Independent School District,Yes,
83903,Seminole ISD Board of Trustees,Gaines County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=3, smd_seats=4 (districts [1, 2, 3, 4]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:seminole/school,http://www.seminoleisd.net,https://www.seminoleisd.net/apps/pages/index.jsp?uREC_ID=1554790&type=d&pREC_ID=1680511,Board Members - Board of Trustees - Seminole ISD,Yes,
152903,Slaton ISD Board of Trustees,Lubbock County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:slaton/school,http://www.slatonisd.net,https://www.slatonisd.net/51936_2,Board of Trustees - Slaton ISD,Yes,
208902,Snyder ISD Board of Trustees,Scurry County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:snyder/school,http://www.snyderisd.net,https://www.snyderisd.net/page/board-of-trustees,Snyder ISD Board of Trustees,Yes,
71909,Socorro ISD Board of Trustees,El Paso County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:socorro/school,http://www.sisd.net,https://www.sisd.net/page/board-of-trustees,Board of Trustees - Socorro Independent School District,Yes,
15909,Somerset ISD Board of Trustees,Bexar County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:somerset/school,http://www.sisdk12.net/,https://www.sisdk12.net/page/board-members,Board Members | Somerset Independent School District,Yes,
218901,Sonora ISD Board of Trustees,Sutton County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=3, smd_seats=4 (districts [1, 2, 3, 4]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:sonora/school,http://www.sonoraisd.net,https://www.sonoraisd.net/district/board_of_trustees,Board of Trustees - Sonora Independent School District,Yes,
15908,South San Antonio ISD Board of Trustees,Bexar County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:south-san-antonio/school,http://www.southsanisd.net,https://www.southsanisd.net/about-us/school-board/board-members,Board Members - South San Antonio Independent School District,Yes,
63903,Spur ISD Board of Trustees,Dickens County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:spur/school,http://www.spurbulldogs.com,https://www.spurbulldogs.com/page/board,Board Members | Spur Independent School District,Yes,
156902,Stanton ISD Board of Trustees,Martin County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:stanton/school,http://www.stanton.esc18.net,https://www.stanton.esc18.net/page/school-board,School Board - Stanton ISD,Yes,
216901,Sterling City ISD Board of Trustees,Sterling County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:sterling-city/school,http://www.sterlingcityisd.net,https://www.sterlingcityisd.net/page/board-of-trustees,Board of Trustees - Sterling City ISD,Yes,
247906,Stockdale ISD Board of Trustees,Wilson County,smd_or_hybrid_no_seat_mapping (pure_smd),"board_size=7, at_large=0, smd_seats=7 (districts [1, 2, 3, 4, 5, 6, 7]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Single-Member District,ocd-jurisdiction/country:us/state:tx/school_district:stockdale/school,http://www.stockdaleisd.org,https://stockdaleisd.org/apps/pages/index.jsp?uREC_ID=4397785&type=d,Board of Trustees – School Board - Stockdale ISD,Yes,
177902,Sweetwater ISD Board of Trustees,Nolan County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:sweetwater/school,http://www.sweetwaterisd.net,https://www.sweetwaterisd.net/page/sisd-board-of-trustees,SISD Board of Trustees - Sweetwater ISD,Yes,
153904,Tahoka ISD Board of Trustees,Lynn County,smd_or_hybrid_no_seat_mapping (hybrid),"board_size=7, at_large=2, smd_seats=5 (districts [1, 2, 3, 4, 5]) -- directory has no per-person seat number to map named trustees to numbered posts",0,7,Hybrid (at-large + SMD),ocd-jurisdiction/country:us/state:tx/school_district:tahoka/school,http://www.tahokaisd.org,https://www.tahokaisd.org/,Tahoka ISD: Home,Yes,
