municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Somerville,somerville-ma/mayor,1,Jake Wilson,verified-current,https://www.somervillema.gov/official/mayor,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
South Hadley,south-hadley-ma/representative-town-meeting-member,54,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,55,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,56,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,57,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,58,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,59,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,60,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,61,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,62,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,63,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,64,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,65,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,66,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,67,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,68,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,69,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,70,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,71,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,72,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,73,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,74,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,75,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,76,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,77,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,78,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,79,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,80,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,81,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,82,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,83,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,84,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,85,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,86,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,87,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,88,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,89,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,90,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,91,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,92,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,93,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,94,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,95,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,96,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,97,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,98,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,99,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,100,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,101,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,102,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,103,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,104,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,105,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,106,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,107,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,108,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,109,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,110,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,111,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,112,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,113,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,114,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,115,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,116,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,117,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,118,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,119,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
South Hadley,south-hadley-ma/representative-town-meeting-member,120,,unresolved-current-holder,https://www.southhadley.org/DocumentCenter/View/14513/2026-South-Hadley-Election-Cycle-Key-Dates,2026-08-25,Representative Town Meeting structure is preserved; a complete current 120-person roster was not safely reconciled in this overlay.
Southampton,southampton-ma/almoner,1,Faith Harrison,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/almoners,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/almoner,2,Judy Kuehner,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/almoners,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/almoner,3,Christine Laprade,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/almoners,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/almoner,4,Pam Kaniecki,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/almoners,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/board-of-assessors-member,1,Linda Green,verified-current,https://www.townofsouthampton.org/government/administration/assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/board-of-assessors-member,2,Kimberly Kuplast,verified-current,https://www.townofsouthampton.org/government/administration/assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/board-of-assessors-member,3,Joann Griffin,verified-current,https://www.townofsouthampton.org/government/administration/assessors,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/board-of-health-member,1,Kaitlin Swistak-Rooks,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/board-of-health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/board-of-health-member,2,Kathryn Savarese,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/board-of-health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/board-of-health-member,3,Leah Nero Carrasquillo,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/board-of-health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/cemetery-commissioner,1,Judith Miller Conlin,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/cemetery-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/cemetery-commissioner,2,Robert Floyd,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/cemetery-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/cemetery-commissioner,3,William David Wells,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/cemetery-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/community-preservation-committee-at-large-member,1,,unresolved-current-holder,https://ecode360.com/38188139,2026-08-25,Two CPC at-large seats are directly elected; 2026-cycle identities are not stale-carried from the 2025 annual report.
Southampton,southampton-ma/community-preservation-committee-at-large-member,2,,unresolved-current-holder,https://ecode360.com/38188139,2026-08-25,Two CPC at-large seats are directly elected; 2026-cycle identities are not stale-carried from the 2025 annual report.
Southampton,southampton-ma/constable,1,Jared Hamel,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/constable,2,Jon Lumbra,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/housing-authority-member,1,Sharon Tilbe,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/housing-authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/housing-authority-member,2,Stephen Johnson,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/housing-authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/housing-authority-member,3,Sierra Simmons,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/housing-authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/housing-authority-member,4,Anne Bowman,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/housing-authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/housing-authority-member,5,,explicit-vacancy,https://www.townofsouthampton.org/government/boards-and-committees/housing-authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,1,Andrea Ahearn,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,2,Pam Bernier,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,3,Tracy Collins,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,4,Jessica Hufnagle,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,5,Jennifer Labrie,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,6,Jessica McConnell,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,7,Carolyn McKeown,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,8,Michelle Nolan,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,9,Convy Stahl,verified-current,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,10,,unresolved-current-holder,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,11,,unresolved-current-holder,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/library-trustee,12,,unresolved-current-holder,https://resources.finalsite.net/images/v1780950151/townofsouthamptonorg/s8s8pxftmprpjdpyouor/Southampton2025AnnualReportFinal.pdf,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/park-commissioner,1,Dylan Mawdsley,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/park-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/park-commissioner,2,Alice Badecker,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/park-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/park-commissioner,3,Paula Maak,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/park-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/park-commissioner,4,Greg Maak,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/park-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/park-commissioner,5,Patrick Martin,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/park-commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/planning-board-member,1,Paul Diemand,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/planning-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Southampton,southampton-ma/planning-board-member,2,Paul Furgal,verified-current,https://www.townofsouthampton.org/government/boards-and-committees/planning-board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
