municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Uxbridge,uxbridge-ma/select-board,1,,unresolved,https://www.uxbridge-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,31,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,32,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,33,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,34,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,35,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,36,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,37,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,38,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,39,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,40,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,41,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,42,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,43,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,44,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,45,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,46,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,47,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,48,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,49,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,50,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,51,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,52,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,53,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,54,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,55,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,56,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,57,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,58,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,59,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,60,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,61,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,62,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,63,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,64,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,65,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,66,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,67,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,68,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,69,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,70,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,71,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,72,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,73,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,74,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,75,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,76,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,77,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,78,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,79,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,80,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,81,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,82,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,83,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,84,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,85,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,86,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,87,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,88,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,89,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,90,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,91,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,92,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,93,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,94,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,95,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,96,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,97,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,98,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,99,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,100,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,101,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,102,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,103,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,104,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,105,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,106,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,107,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,108,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,109,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,110,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,111,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,112,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,113,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,114,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,115,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,116,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,117,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,118,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,119,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,120,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,121,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,122,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,123,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,124,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,125,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,126,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,127,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,128,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,129,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,130,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,131,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,132,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,133,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,134,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,135,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,136,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,137,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,138,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,139,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,140,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,141,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,142,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,143,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,144,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,145,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,146,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,147,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,148,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,149,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Walpole,walpole-ma/representative-town-meeting,150,,unresolved,https://www.walpole-ma.gov/town-clerk,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Waltham,waltham-ma/mayor,1,Jeannette A. McCarthy,verified-current,https://www.city.waltham.ma.us/1715/About-Mayor-Jeannette-A-McCarthy,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-at-large,1,Colleen Bradley-MacArthur,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-at-large,2,Paul J. Brasco,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-at-large,3,Tim King,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-at-large,4,Randall J. LeBlanc,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-at-large,5,Emma Tzioumis,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-at-large,6,Carlos A. Vidal,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,1,Anthony LaFauci,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,2,Caren Dunn,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,3,Bill Hanley,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,4,John J. McLaughlin,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,5,Joseph P. LaCava,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,6,Sean Durkee,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,7,Paul S. Katz,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,8,Cathyann Harris,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/city-council-ward,9,Robert G. Logan,verified-current,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current official municipal roster/source supports holder.
Waltham,waltham-ma/school-committee,1,,unresolved,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Waltham,waltham-ma/school-committee,2,,unresolved,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Waltham,waltham-ma/school-committee,3,,unresolved,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Waltham,waltham-ma/school-committee,4,,unresolved,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Waltham,waltham-ma/school-committee,5,,unresolved,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Waltham,waltham-ma/school-committee,6,,unresolved,https://www.city.waltham.ma.us/1341/City-Council,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
