municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Stoneham,stoneham-ma/select-board,1,Troy M. Lau,verified-current,https://www.stoneham-ma.gov/244/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stoughton,stoughton-ma/town-meeting-representative,63,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,64,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,65,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,66,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,67,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,68,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,69,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,70,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,71,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,72,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,73,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,74,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,75,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,76,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,77,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,78,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,79,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,80,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,81,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,82,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,83,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,84,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,85,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,86,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,87,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,88,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,89,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,90,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,91,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,92,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,93,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,94,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,95,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,96,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,97,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,98,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,99,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,100,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,101,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,102,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,103,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,104,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,105,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,106,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,107,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,108,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,109,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,110,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,111,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,112,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,113,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,114,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,115,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,116,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,117,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,118,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,119,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,120,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,121,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,122,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,123,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,124,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,125,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,126,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,127,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,128,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,129,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,130,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,131,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,132,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,133,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,134,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,135,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,136,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,137,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,138,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,139,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,140,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,141,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,142,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,143,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,144,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,145,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,146,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,147,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,148,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,149,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,150,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,151,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,152,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,153,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,154,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,155,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,156,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,157,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,158,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,159,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,160,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,161,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,162,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,163,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,164,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,165,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,166,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,167,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stoughton,stoughton-ma/town-meeting-representative,168,,unresolved,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Stow,stow-ma/select-board,1,"John ""JT"" Toole",verified-current,https://www.stow-ma.gov/504/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/select-board,2,Ingeborg Hegemann,verified-current,https://www.stow-ma.gov/504/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/select-board,3,Hector Constantzos,verified-current,https://www.stow-ma.gov/504/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/select-board,4,Brian Patuto,verified-current,https://www.stow-ma.gov/504/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Stow,stow-ma/select-board,5,Dan Petersen,verified-current,https://www.stow-ma.gov/504/Select-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
