municipality,office_id,role,local_title,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes
Brookline,brookline-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.brooklinema.gov/343/Select-Board,https://www.brooklinema.gov/138/Election-Information,https://www.brooklinema.gov/1028/Election-Results,schema-ready,Official Select Board page states five members elected for three-year terms; current expiration pattern is staggered.
Brookline,brookline-ma/town-meeting-member,Town Meeting Member,Town Meeting Member,True,255,district,3,True,,https://www.brooklinema.gov/264/Town-Meeting,https://www.brooklinema.gov/138/Election-Information,https://www.brooklinema.gov/1028/Election-Results,schema-ready,"Representative Town Meeting has 255 elected members: 15 from each of 17 precincts, with five elected per precinct each year for staggered three-year terms."
Buckland,buckland-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://www.town.buckland.ma.us/assessors,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,schema-ready,Official current board page shows three assessors with staggered terms; 2026 election page lists one 3-year Assessor seat.
Buckland,buckland-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://www.town.buckland.ma.us/board-health,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,schema-ready,Official current Board of Health page lists three members with staggered expiration years; 2026 election page lists one 3-year seat.
Buckland,buckland-ma/finance-committee-member,Finance Committee Member,Finance Committee Member,True,5,at-large,3,True,,https://www.town.buckland.ma.us/finance-committee,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,schema-ready,Current official Finance Committee page lists five members; 2026 election page lists two 3-year Finance Committee seats.
Buckland,buckland-ma/library-trustee,Library Trustee,Buckland Public Library Trustee,True,,at-large,3,,,https://www.town.buckland.ma.us/home/news/nomination-papers-available-february-12th-june-2nd-annual-town-election,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,elected-status-verified-seat-count-unresolved,2026 election notice establishes elected status and 3-year term; total trustee-board size remains unresolved.
Buckland,buckland-ma/regional-school-committee-member,Regional School Committee Member,Mohawk Trail Regional School Committee Member,True,,district,3,,,https://www.town.buckland.ma.us/home/news/nomination-papers-available-february-12th-june-2nd-annual-town-election,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,elected-status-verified-seat-count-unresolved,2026 election notice establishes an elected 3-year regional-school seat; Buckland's total district allocation remains unresolved.
Buckland,buckland-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.town.buckland.ma.us/select-board,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,schema-ready,2026 clerk page establishes a 3-year elected seat; current Select Board page lists three members.
Buckland,buckland-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://www.town.buckland.ma.us/home/news/nomination-papers-available-february-12th-june-2nd-annual-town-election,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,https://www.town.buckland.ma.us/town-clerk/pages/voting-elections,schema-ready,
Burlington,burlington-ma/assessor,Assessor,Assessor,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,5,at-large,3,True,,https://www.burlington.org/209/Board-of-Health-Elected-Board,https://www.burlington.org/757/Campaign-Finance-Reports,,schema-ready,Official page explicitly labels the five-member Board of Health elected; current expirations support staggered three-year terms.
Burlington,burlington-ma/constable,Constable,Constable,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/library-trustee,Library Trustee,Library Trustee,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/moderator,Moderator,Moderator,True,1,at-large,,False,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,schema-ready,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/planning-board-member,Planning Board Member,Planning Board Member,True,7,at-large,,,,https://www.burlington.org/407/Planning-Board,https://www.burlington.org/757/Campaign-Finance-Reports,,schema-ready,Official Planning Board materials identify a seven-member elected board. Term length remains unresolved.
Burlington,burlington-ma/recreation-commission-member,Recreation Commission Member,Recreation Commission Member,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/regional-vocational-school-committee-member,Regional Vocational School Committee Member,Regional Vocational School Committee Member,True,,district,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/school-committee-member,School Committee Member,School Committee Member,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/select-board-member,Select Board Member,Select Board Member,True,,at-large,,,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,elected-status-verified-seat-count-unresolved,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,,False,,https://www.burlington.org/757/Campaign-Finance-Reports,https://www.burlington.org/757/Campaign-Finance-Reports,,schema-ready,Official municipal campaign-finance/election materials identify this as an elected local office. Total composition/regular term remains unresolved where not otherwise established.
Burlington,burlington-ma/town-meeting-member,Town Meeting Member,Town Meeting Member,True,126,district,3,True,,https://www.burlington.org/399/Town-Meetings,https://www.burlington.org/757/Campaign-Finance-Reports,,schema-ready,"Official town materials state 126 elected Town Meeting Members: 18 from each of seven precincts, serving staggered three-year terms."
Cambridge,cambridge-ma/city-council-member,City Council Member,City Council Member,True,9,at-large,2,False,False,https://www.cambridgema.gov/departments/electioncommission/cambridgemunicipalelections,https://www.cambridgema.gov/departments/electioncommission/cambridgemunicipalelections,,schema-ready,"Under the charter adopted by voters in 2025, nine councillors are elected at large by proportional representation for two-year terms. The Council selects one of its members as Mayor."
Cambridge,cambridge-ma/school-committee-member,School Committee Member,School Committee Member,True,6,at-large,2,False,False,https://www.cambridgema.gov/departments/electioncommission/cambridgemunicipalelections,https://www.cambridgema.gov/departments/electioncommission/cambridgemunicipalelections,,schema-ready,Official municipal-election page states six School Committee members are elected at large by proportional representation for two-year terms. The Mayor also serves on the committee but is not a separately elected School Committee seat.
Canton,canton-ma/assessor,Assessor,Assessor,True,,at-large,,,,https://town.canton.ma.us/911/Elected-Boards-Committees,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,elected-status-verified-seat-count-unresolved,Official town Elected Boards & Committees index establishes elected status; total elected seat count and term remain unresolved in this pass.
Canton,canton-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,,at-large,,,,https://town.canton.ma.us/911/Elected-Boards-Committees,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,elected-status-verified-seat-count-unresolved,Official town Elected Boards & Committees index establishes elected status; total elected seat count and term remain unresolved in this pass.
Canton,canton-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,,,,https://town.canton.ma.us/911/Elected-Boards-Committees,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,elected-status-verified-seat-count-unresolved,Official town Elected Boards & Committees index establishes elected status; total elected seat count and term remain unresolved in this pass.
Canton,canton-ma/library-trustee,Library Trustee,Library Trustee,True,,at-large,,,,https://town.canton.ma.us/911/Elected-Boards-Committees,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,elected-status-verified-seat-count-unresolved,Official town Elected Boards & Committees index establishes elected status; total elected seat count and term remain unresolved in this pass.
Canton,canton-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,,,,https://town.canton.ma.us/238/Planning-Board,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,schema-ready,Official town elected-boards index establishes elected status; current Planning Board page shows five members. Term remains unresolved.
Canton,canton-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,,https://town.canton.ma.us/243/School-Committee,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,schema-ready,Official School Committee page shows five members serving staggered three-year terms.
Canton,canton-ma/select-board-member,Select Board Member,Select Board Member,True,,at-large,,,,https://town.canton.ma.us/911/Elected-Boards-Committees,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,elected-status-verified-seat-count-unresolved,Official town Elected Boards & Committees index establishes elected status; total elected seat count and term remain unresolved in this pass.
Canton,canton-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,,False,,https://town.canton.ma.us/911/Elected-Boards-Committees,https://www.town.canton.ma.us/988/Citizens-Guide---Town-of-Canton,,schema-ready,Official elected-boards/offices index lists Town Clerk as elected. Term remains unresolved.
Carlisle,carlisle-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carlisle,carlisle-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,5,at-large,3,True,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carlisle,carlisle-ma/library-trustee,Library Trustee,Library Trustee,True,3,at-large,3,True,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carlisle,carlisle-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carlisle,carlisle-ma/planning-board-member,Planning Board Member,Planning Board Member,True,7,at-large,3,True,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carlisle,carlisle-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carlisle,carlisle-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.carlislema.gov/309/Elected-Officials,https://www.carlislema.gov/CivicAlerts.aspx?AID=695,,schema-ready,
Carver,carver-ma/library-trustee,Library Trustee,Library Trustee,True,6,at-large,3,True,,https://www.carverma.gov/library-trustees,https://www.carverma.gov/town-clerk/news/april-25-2026-local-town-election,,schema-ready,Official trustee page lists six members; 2026 Annual Town Election offered two regular three-year trustee seats.
Carver,carver-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://www.carverma.gov/planning-board,https://www.carverma.gov/town-clerk/news/april-25-2026-local-town-election,,schema-ready,"Official Planning Board page states five members, each elected for five-year terms; current expiration pattern supports staggering."
Carver,carver-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,,https://www.carverma.gov/school-committee,https://www.carverma.gov/town-clerk/news/april-25-2026-local-town-election,,schema-ready,Official current School Committee page lists five members; 2026 Annual Town Election offered two regular three-year seats.
Carver,carver-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.carverma.gov/select-board,https://www.carverma.gov/town-clerk/news/april-25-2026-local-town-election,,schema-ready,"Official current Select Board page lists five members; 2026 Annual Town Election offered two regular three-year seats, supporting staggered terms."
Charlton,charlton-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 Elected Town Officers list: three assessors with staggered three-year terms.
Charlton,charlton-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 list: three members with successive term expirations.
Charlton,charlton-ma/cemetery-commissioner,Cemetery Commissioner,Cemetery Commissioner,True,3,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,"Official 2026 list: three cemetery commissioners, three-year terms."
Charlton,charlton-ma/constable,Constable,Constable,True,2,at-large,3,,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,"Official 2026 list identifies two elected constables, each with three-year terms."
Charlton,charlton-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,3,at-large,5,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,"Five-member authority listing includes three elected local seats, one resident-appointed seat, and one state-appointed seat; Office record counts elected seats only."
Charlton,charlton-ma/library-trustee,Library Trustee,Library Trustee,True,6,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 list gives six trustees with staggered three-year terms.
Charlton,charlton-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 elected-officers list gives one three-year Moderator.
Charlton,charlton-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 list gives five Planning Board seats with staggered five-year terms.
Charlton,charlton-ma/recreation-commissioner,Recreation Commissioner,Recreation Commissioner,True,3,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 list gives three commissioners with staggered three-year terms.
Charlton,charlton-ma/regional-school-committee-member,Regional School Committee Member,Regional School Committee Member,True,4,district,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,"Dudley-Charlton Regional School District: four Charlton elected seats are listed; one current seat is serving a one-year vacancy term, while regular terms are three years."
Charlton,charlton-ma/regional-vocational-school-committee-member,Regional Vocational School Committee Member,Regional Vocational School Committee Member,True,2,district,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,"Southern Worcester County Regional Vocational School District: two Charlton seats, regular three-year terms."
Charlton,charlton-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,"Official 2026 list: five elected Select Board seats, three-year terms."
Charlton,charlton-ma/water-sewer-commissioner,Water Sewer Commissioner,Water Sewer Commissioner,True,5,at-large,3,True,,https://www.townofcharlton.net/DocumentCenter/View/5762/Elected-Town-Officers-2026-PDF,https://www.townofcharlton.net/176/Elections,https://www.townofcharlton.net/DocumentCenter/View/5637/Annual-Town-Election---May-2026-PDF,schema-ready,Official 2026 list gives five commission seats with regular three-year terms; one seat is temporarily appointed to fill a vacancy until the next election.
Chatham,chatham-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,,at-large,5,,,https://www.chatham-ma.gov/CivicSend/ViewMessage/Message/230039,https://www.chatham-ma.gov/342/Town-Meeting-Central,https://www.chatham-ma.gov/CivicSend/ViewMessage/Message/290355,elected-status-verified-seat-count-unresolved,Official annual-election notice establishes an elected Chatham Housing Authority seat with a five-year regular term; total number of elected local seats remains unresolved.
Chatham,chatham-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,,https://www.chatham-ma.gov/573/Whos-Who-at-Town-Meeting,https://www.chatham-ma.gov/342/Town-Meeting-Central,https://www.chatham-ma.gov/CivicSend/ViewMessage/Message/290355,schema-ready,Official Town Meeting guide states the Moderator is elected to a three-year term.
Chatham,chatham-ma/regional-school-committee-member,Regional School Committee Member,Regional School Committee Member,True,,district,3,,,https://www.chatham-ma.gov/CivicSend/ViewMessage/Message/282778,https://www.chatham-ma.gov/342/Town-Meeting-Central,https://www.chatham-ma.gov/CivicSend/ViewMessage/Message/290355,elected-status-verified-seat-count-unresolved,Official 2026 nomination notice establishes elected Monomoy Regional School District Committee seats; Chatham's total allocation remains unresolved.
Chatham,chatham-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://chatham-ma.gov/367/Select-Board,https://www.chatham-ma.gov/342/Town-Meeting-Central,https://www.chatham-ma.gov/CivicSend/ViewMessage/Message/290355,schema-ready,Official Town Meeting guidance identifies a five-member elected Select Board; current terms expire across 2027-2029. 2024 election notice confirms regular three-year terms.
Chelmsford,chelmsford-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,"Official board description explicitly labels three Board of Health positions elected, with three-year terms."
Chelmsford,chelmsford-ma/cemetery-commissioner,Cemetery Commissioner,Cemetery Commissioner,True,3,at-large,3,,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,"Official board description explicitly labels the three-member Cemetery Commission elected, with three-year terms."
Chelmsford,chelmsford-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,3,at-large,5,,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official board description gives three elected Housing Authority positions plus one Governor appointee and one annual resident appointee; record counts elected seats only.
Chelmsford,chelmsford-ma/library-trustee,Library Trustee,Library Trustee,True,5,at-large,3,,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official board description explicitly gives five elected Library Trustee positions with three-year terms.
Chelmsford,chelmsford-ma/moderator,Moderator,Moderator,True,1,at-large,,False,,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official 2026 election results contain the Town Moderator contest. Regular term length remains unresolved in this pass.
Chelmsford,chelmsford-ma/planning-board-associate-member,Planning Board Associate Member,Planning Board Associate Member,True,1,at-large,2,False,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official board description states one Planning Board associate member is elected at the annual town election for a two-year term; vacancies may be filled temporarily by joint appointment.
Chelmsford,chelmsford-ma/planning-board-member,Planning Board Member,Planning Board Member,True,7,at-large,3,True,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official charter-derived board description states seven elected members for three-year terms arranged to expire as evenly as possible.
Chelmsford,chelmsford-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official board description explicitly states five elected School Committee positions serving three-year terms.
Chelmsford,chelmsford-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.chelmsfordma.gov/988/Board-Committee-Descriptions,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,Official board description states five elected members serving staggered three-year terms.
Chelmsford,chelmsford-ma/town-meeting-member,Town Meeting Member,Town Meeting Member,True,165,district,3,True,,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/237/Elections-Voting-Campaign-Finance,https://www.chelmsfordma.gov/DocumentCenter/View/22323/OFFICIAL-RESULTS,schema-ready,"Representative Town Meeting has 165 elected members: 15 from each of 11 precincts, three-year terms, with at least five seats per precinct up each annual election."
Chelsea,chelsea-ma/city-council-member,City Council Member,City Council Member,True,11,mixed,2,False,,https://library.municode.com/ma/chelsea/codes/code_of_ordinances?nodeId=PTICH_CHCHMA,https://library.municode.com/ma/chelsea/codes/code_of_ordinances?nodeId=PTICH_CHCHMA,,schema-ready,"Current charter establishes 11 councilors: 3 elected at-large citywide and 8 district councilors, one from each district; 2-year terms."
Chelsea,chelsea-ma/school-committee-member,School Committee Member,School Committee Member,True,9,mixed,2,False,,https://library.municode.com/ma/chelsea/codes/code_of_ordinances?nodeId=PTICH_CHCHMA,https://library.municode.com/ma/chelsea/codes/code_of_ordinances?nodeId=PTICH_CHCHMA,,schema-ready,Current charter/current school committee structure: 1 at-large member plus 8 district members; 2-year terms.
Cheshire,cheshire-ma/assessor,Assessor,Assessor,True,3,at-large,3,,,https://cheshire-ma.gov/board-of-assessors/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Official Board of Assessors page explicitly states an elected three-member board; 2026 official results still contain assessor contests despite a prior ballot question concerning appointment.
Cheshire,cheshire-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://cheshire-ma.gov/board-of-health/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Current official page lists three members expiring in successive years 2027-2029; election materials establish regular three-year elected terms.
Cheshire,cheshire-ma/cemetery-commissioner,Cemetery Commissioner,Cemetery Commissioner,True,3,at-large,3,True,,https://cheshire-ma.gov/cemetery-commission/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Official page lists three commissioners with successive term expirations; annual-election results establish elected status.
Cheshire,cheshire-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://cheshire-ma.gov/planning-board/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Official page explicitly says the Planning Board is an elected board of five regular members; current terms expire in successive years 2027-2031.
Cheshire,cheshire-ma/regional-school-committee-member,Regional School Committee Member,Regional School Committee Member,True,,district,3,,,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,elected-status-verified-seat-count-unresolved,Official annual-election results include Hoosac Valley Regional School District committee contests. Cheshire's exact current seat allocation remains unresolved.
Cheshire,cheshire-ma/select-board-member,Select Board Member,Board of Selectmen,True,5,at-large,3,True,,https://cheshire-ma.gov/board-of-selectmen/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Official current board page lists five members with expirations across 2027-2029; annual-election materials establish regular three-year terms.
Cheshire,cheshire-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,False,,https://cheshire-ma.gov/news-and-notices/annual-town-election-2/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Official 2024 annual-election notice lists Town Clerk as an elected three-year office; current Town Clerk page shows a term expiration.
Cheshire,cheshire-ma/water-commissioner,Water Commissioner,Water Commissioner,True,3,at-large,3,True,,https://cheshire-ma.gov/water-department/,https://cheshire-ma.gov/elections/,https://cheshire-ma.gov/news-and-notices/official-results-annual-town-election-542026/,schema-ready,Official water page lists three commissioners with successive expirations; annual-election materials establish elected three-year commissioner seats.
Chester,chester-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://townofchester.net/board-of-health/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,schema-ready,Current official page lists three members; annual-election notices show regular three-year elected seats and occasional vacancy terms.
Chester,chester-ma/library-trustee,Library Trustee,Library Trustee,True,,at-large,3,,,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2026/04/2026-annual-town-election/,https://townofchester.net/2025/05/town-election-results-may-3-2025-2/,elected-status-verified-seat-count-unresolved,Official annual-election notices repeatedly put two Library Trustee seats on the ballot for regular three-year terms; current trustee page is incomplete for deriving the full statutory/elected seat count.
